0,1,2,3
https://openalex.org/W1982596878,2009,86,"['https://openalex.org/A5027903946', 'https://openalex.org/A5055710645', 'https://openalex.org/A5029418921']"
https://openalex.org/W2166531833,2010,78,"['https://openalex.org/A5064158757', 'https://openalex.org/A5055710645']"
https://openalex.org/W2178635293,2011,72,"['https://openalex.org/A5023048192', 'https://openalex.org/A5017669758', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040052580', 'https://openalex.org/A5025175846']"
https://openalex.org/W2951922949,2010,72,"['https://openalex.org/A5091272738', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645']"
https://openalex.org/W2953386262,2010,72,"['https://openalex.org/A5091272738', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645']"
https://openalex.org/W1967713605,2011,68,"['https://openalex.org/A5073697071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5065743725']"
https://openalex.org/W2963711791,2018,55,"['https://openalex.org/A5072647467', 'https://openalex.org/A5055710645', 'https://openalex.org/A5086173064', 'https://openalex.org/A5069421706']"
https://openalex.org/W1417125139,2015,54,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738', 'https://openalex.org/A5030578187']"
https://openalex.org/W3123169803,2019,52,"['https://openalex.org/A5055710645', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281', 'https://openalex.org/A5052372722']"
https://openalex.org/W2963306599,2019,44,"['https://openalex.org/A5055710645', 'https://openalex.org/A5052541789']"
https://openalex.org/W3164854573,2021,26,"['https://openalex.org/A5055710645', 'https://openalex.org/A5052541789']"
https://openalex.org/W2146045337,2005,94,"['https://openalex.org/A5055710645', 'https://openalex.org/A5078491738']"
https://openalex.org/W2544448700,2011,55,"['https://openalex.org/A5021261847', 'https://openalex.org/A5064158757', 'https://openalex.org/A5035604081', 'https://openalex.org/A5055710645']"
https://openalex.org/W2152319866,2011,52,"['https://openalex.org/A5055710645', 'https://openalex.org/A5065743725']"
https://openalex.org/W2022266816,2014,45,"['https://openalex.org/A5081744093', 'https://openalex.org/A5055710645']"
https://openalex.org/W2433379750,2016,44,"['https://openalex.org/A5027041171', 'https://openalex.org/A5004918186', 'https://openalex.org/A5055710645', 'https://openalex.org/A5056551357', 'https://openalex.org/A5064986566']"
https://openalex.org/W2593237279,2017,44,"['https://openalex.org/A5017569760', 'https://openalex.org/A5005115262', 'https://openalex.org/A5055710645', 'https://openalex.org/A5084860184']"
https://openalex.org/W2262364653,2016,43,"['https://openalex.org/A5064158757', 'https://openalex.org/A5015711710', 'https://openalex.org/A5055710645']"
https://openalex.org/W2336938381,2016,40,"['https://openalex.org/A5044791875', 'https://openalex.org/A5041348628', 'https://openalex.org/A5055710645', 'https://openalex.org/A5033975637']"
https://openalex.org/W3024588462,2020,28,"['https://openalex.org/A5018937306', 'https://openalex.org/A5055710645', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
https://openalex.org/W160748399,2021,23,"['https://openalex.org/A5085750604', 'https://openalex.org/A5079270249', 'https://openalex.org/A5055710645', 'https://openalex.org/A5017534073']"
https://openalex.org/W4282969450,2022,11,"['https://openalex.org/A5043354448', 'https://openalex.org/A5032540004', 'https://openalex.org/A5064217008', 'https://openalex.org/A5055710645', 'https://openalex.org/A5037735812']"
https://openalex.org/W2163636580,2003,76,"['https://openalex.org/A5064274071', 'https://openalex.org/A5055710645']"
https://openalex.org/W1949708275,2003,69,"['https://openalex.org/A5055710645', 'https://openalex.org/A5025175846']"
https://openalex.org/W1905029509,2005,65,"['https://openalex.org/A5078682514', 'https://openalex.org/A5029348799', 'https://openalex.org/A5055710645', 'https://openalex.org/A5018708584', 'https://openalex.org/A5066182501', 'https://openalex.org/A5024390954', 'https://openalex.org/A5058550942', 'https://openalex.org/A5078381067']"
https://openalex.org/W2621446776,2009,56,"['https://openalex.org/A5055710645', 'https://openalex.org/A5058550942', 'https://openalex.org/A5025992076']"
https://openalex.org/W2126263492,2012,42,"['https://openalex.org/A5011012964', 'https://openalex.org/A5021261847', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084']"
https://openalex.org/W2261508469,2014,41,"['https://openalex.org/A5078401676', 'https://openalex.org/A5055710645', 'https://openalex.org/A5054728820', 'https://openalex.org/A5018777906', 'https://openalex.org/A5042339206']"
https://openalex.org/W2035071899,2000,63,"['https://openalex.org/A5055710645', 'https://openalex.org/A5078476534', 'https://openalex.org/A5078491738']"
